Flag,Station,Latitud,Longitud,Höjd
1,Nederbördsmängd - Grönliden,64.7301,20.1927,300
1,Nederbördsmängd - Grönskär,59.2792,19.0306,9
1,Nederbördsmängd - Grönåsen,56.8332,15.447,215
1,Nederbördsmängd - Grövelsjön,62.0991,12.3153,815
1,Nederbördsmängd - Gubbhögen A,64.2172,15.5529,310.221
1,Nederbördsmängd - Gudhammar,58.9056,14.225,75
1,Nederbördsmängd - Gullaboås,56.4333,15.8833,65
1,Nederbördsmängd - Gullaskruv,56.874,15.6841,175
1,Nederbördsmängd - Gullringen,57.812,15.6662,165
1,Nederbördsmängd - Gullspång,58.9863,14.1101,78
1,Nederbördsmängd - Gulsele,63.8159,17.1282,260
1,Nederbördsmängd - Gunnarn,65.0099,17.7014,280
1,Nederbördsmängd - Gunnarn A,65.0094,17.6993,275.491
1,Nederbördsmängd - Gunnebo,57.7166,16.5333,18
1,Nederbördsmängd - Gunnesbyn,58.9765,11.6951,145
1,Nederbördsmängd - Gustavsberg,59.3226,18.3725,10
1,Nederbördsmängd - Gustavsfors,60.1514,13.7975,190
1,Nederbördsmängd - Gustavsfors A,60.1533,13.799,187.153
1,Nederbördsmängd - Gustavsnäs D,62.8108,15.9333,300
1,Nederbördsmängd - Gustorp D,58.4244,16.1311,64.718
1,Nederbördsmängd - Gyljen,66.3792,22.7139,50
1,Nederbördsmängd - Gyngamåla,56.3463,14.8219,110
1,Nederbördsmängd - Gysinge,60.2836,16.8857,63
1,Nederbördsmängd - Gyttorp,59.4996,14.9637,115
1,Nederbördsmängd - Gäddede,64.5037,14.1596,328
1,Nederbördsmängd - Gäddede A,64.5044,14.2207,553.025
1,Nederbördsmängd - Gällivare A,67.1407,20.6413,358.975
1,Nederbördsmängd - Gällivare Flygplats,67.1358,20.8144,312
1,Nederbördsmängd - Gällivare-Flakaberg,66.5189,21.9092,240
1,Nederbördsmängd - Gärdsjö,60.9333,15.2333,200
1,Nederbördsmängd - Gärdsta,63.1417,14.2833,295
1,Nederbördsmängd - Gärsnäs,55.55,14.1833,45
1,Nederbördsmängd - Gästrike-Hammarby D,60.5648,16.586,65
1,Nederbördsmängd - Gästrike-Hammarby I,60.5501,16.5833,70
1,Nederbördsmängd - Gästrike-Hammarby II,60.5502,16.5833,70
1,Nederbördsmängd - Gästrike-Hammarby III,60.5503,16.5833,70
1,Nederbördsmängd - Gästrike-Hammarby IV,60.55,16.5833,70
1,Nederbördsmängd - Gävle,60.6537,17.1693,16
1,Nederbördsmängd - Gävle A,60.7161,17.1607,16.125
1,Nederbördsmängd - Gävle-Lexe,60.6812,17.098,25
1,Nederbördsmängd - Gävle-Åbyggeby,60.7285,17.1132,35
1,Nederbördsmängd - Gåltjärn,62.7949,17.5502,269.122
1,Nederbördsmängd - Gångarebo,57.0153,12.916,190
1,Nederbördsmängd - Gånälven,63.9824,12.7305,450
1,Nederbördsmängd - Gårdsjö A,58.8768,14.3875,210.675
1,Nederbördsmängd - Gårdvik,60.7216,15.8119,190
1,Nederbördsmängd - Gåsbornshyttan,59.8861,14.3417,225
1,Nederbördsmängd - Gåxsjö D,63.6734,15.1041,315
1,Nederbördsmängd - Gödeberg,57.5666,14.6333,350
1,Nederbördsmängd - Gördalen D,61.5951,12.5003,620
1,Nederbördsmängd - Gössäter,58.6166,13.4666,60
1,Nederbördsmängd - Göteborg,57.6996,11.9673,30
1,Nederbördsmängd - Göteborg A,57.7156,11.9924,3.038
1,Nederbördsmängd - Götestorp,57.2666,15.047,320
1,Nederbördsmängd - Habo,57.9097,14.0833,175
1,Nederbördsmängd - Haby,57.4666,12.65,60
1,Nederbördsmängd - Hacksta,59.5538,17.0505,16.253
1,Nederbördsmängd - Haddebo,58.9166,15.3666,120
1,Nederbördsmängd - Haggården,60.2672,15.9813,100
1,Nederbördsmängd - Hagshult Mo,57.2926,14.1399,169
1,Nederbördsmängd - Hagåsen,58.4333,14.1,130
1,Nederbördsmängd - Hakkas,66.9178,21.5757,270
1,Nederbördsmängd - Hallamölla,55.7082,14.0106,90
1,Nederbördsmängd - Hallands Väderö A,56.4496,12.5453,9.172
1,Nederbördsmängd - Hallen,63.1776,14.0918,330
1,Nederbördsmängd - Hallhåxåsen A,63.7685,15.3279,375.391
1,Nederbördsmängd - Hallsberg D,59.0605,15.0848,52
1,Nederbördsmängd - Hallstaberg,59.6542,16.797,40.781
1,Nederbördsmängd - Hallviken,63.73,15.5,337
1,Nederbördsmängd - Halmsjön,59.6583,17.3042,30
1,Nederbördsmängd - Halmstad,56.675,12.9247,25
1,Nederbördsmängd - Halmstad,56.6737,12.9242,24
1,Nederbördsmängd - Halmstad flygflottilj,56.6833,12.8333,30
1,Nederbördsmängd - Halmstad flygplats,56.6667,12.85,4
1,Nederbördsmängd - Hammarstrand D,63.1003,16.3499,178
1,Nederbördsmängd - Hammarö,59.321,13.5408,62
1,Nederbördsmängd - Hammenhög,55.5049,14.1589,52
1,Nederbördsmängd - Hammerdal D,63.5742,15.3714,330.013
1,Nederbördsmängd - Hamra,59.2167,17.85,44
1,Nederbördsmängd - Hamra A,61.6599,14.9918,453.588
1,Nederbördsmängd - Handsjön D,62.4761,14.7981,291.343
1,Nederbördsmängd - Hanö A,56.0135,14.8463,58.622
1,Nederbördsmängd - Haparanda A,65.8237,24.1112,13.243
1,Nederbördsmängd - Haparanda D,65.8567,24.1118,9.1
1,Nederbördsmängd - Harads D,66.0794,20.9638,52.357
1,Nederbördsmängd - Haraholmen,65.2391,21.6317,4
1,Nederbördsmängd - Haraliden,65.45,20.1,450
1,Nederbördsmängd - Harbo,60.1364,17.2382,40
1,Nederbördsmängd - Harg,60.1829,18.3964,15
1,Nederbördsmängd - Harrsele,64.0193,19.5682,115
1,Nederbördsmängd - Harrträsk,67.0333,20.7,410
1,Nederbördsmängd - Harstena,58.2502,17.0095,5
1,Nederbördsmängd - Harstena A,58.2505,17.0106,14
1,Nederbördsmängd - Hasberget,61.4333,14.85,480
1,Nederbördsmängd - Hassela D,62.1001,16.7849,150
1,Nederbördsmängd - Hasselfors,59.1,14.65,75
1,Nederbördsmängd - Hasslarp,56.1333,12.8166,10
1,Nederbördsmängd - Hattsjöbäcken D,63.5918,18.9539,170
1,Nederbördsmängd - Hau träsk,57.8944,18.9944,5
1,Nederbördsmängd - Havraryd D,56.7923,13.1384,185
1,Nederbördsmängd - Hedberg,65.4273,18.8136,440
1,Nederbördsmängd - Hede,62.4107,13.5184,430
1,Nederbördsmängd - Hedemora,60.2783,15.9872,115
1,Nederbördsmängd - Heden,58.5176,11.5234,48.841
1,Nederbördsmängd - Hedenstorp,57.7653,14.1111,210
1,Nederbördsmängd - Hedesunda,60.4058,17.0221,65
1,Nederbördsmängd - Hedeviken,62.4112,13.6748,410
1,Nederbördsmängd - Hednoret,65.8333,21.55,27
1,Nederbördsmängd - Hejnum,57.6952,18.6335,53.422
1,Nederbördsmängd - Hellerö,57.9545,16.6513,11.32933333
1,Nederbördsmängd - Helsingborg,56.0431,12.6906,5
1,Nederbördsmängd - Helsingborg 2,56.0397,12.7496,46.027
1,Nederbördsmängd - Helsingborg A,56.0304,12.7653,43
1,Nederbördsmängd - Hemavan D,65.821,15.086,482.03
1,Nederbördsmängd - Hemling,63.6574,18.5318,190
1,Nederbördsmängd - Hemling A,63.6503,18.5466,182.186
1,Nederbördsmängd - Hemse,57.2437,18.3788,22.072
1,Nederbördsmängd - Hemsjö,56.3248,14.7138,80
1,Nederbördsmängd - Hennan D,62.0313,15.9127,215
1,Nederbördsmängd - Henån,58.2324,11.6794,10.61
1,Nederbördsmängd - Herrberga,58.3935,15.2184,90
1,Nederbördsmängd - Herrljunga D,58.0862,13.0485,116
1,Nederbördsmängd - Herrvik D,57.422,18.9091,13
1,Nederbördsmängd - Herråkra,56.9255,15.1688,235
1,Nederbördsmängd - Herrökna,59.1167,16.9653,25
1,Nederbördsmängd - Hestra D,57.4669,13.6319,220
1,Nederbördsmängd - Hid D,57.3658,13.0486,140
1,Nederbördsmängd - Hillersbo,60.0666,16.5833,65
1,Nederbördsmängd - Hillersboda,60.7074,15.9392,135
1,Nederbördsmängd - Hilleshög,55.925,12.8472,60
1,Nederbördsmängd - Hillsand,64.1097,15.3142,320.903
1,Nederbördsmängd - Hindås,57.7083,12.4417,135
1,Nederbördsmängd - Hinshult,56.9705,15.8733,141.883
1,Nederbördsmängd - Hissmofors,63.3329,14.4733,285
1,Nederbördsmängd - Hjo,58.3202,14.3332,90
1,Nederbördsmängd - Hjorted,57.6215,16.3117,70
1,Nederbördsmängd - Hjortkvarn D,58.931,15.4451,82.761
1,Nederbördsmängd - Hjulsta,59.55,17.0166,10
1,Nederbördsmängd - Hjälmsäter,58.5829,13.3398,80
1,Nederbördsmängd - Hjälsta by,59.6944,17.3944,10
1,Nederbördsmängd - Hjälta kraftverk,63.1845,17.1039,95
1,Nederbördsmängd - Hjältevad,57.6278,15.3375,170
1,Nederbördsmängd - Hjärnarp,56.3166,12.9166,40
1,Nederbördsmängd - Hoberg,63.85,12.9833,420
1,Nederbördsmängd - Hoburg A,56.9209,18.1506,34.118
1,Nederbördsmängd - Hoburg D,56.922,18.1504,38
1,Nederbördsmängd - Hoby,56.2163,15.099,20
1,Nederbördsmängd - Hofors,60.5403,16.292,140
1,Nederbördsmängd - Holma,58.3339,16.8157,5
1,Nederbördsmängd - Holmbo D,58.1943,16.3603,40.428
1,Nederbördsmängd - Holmfors D,64.7855,20.5185,150
1,Nederbördsmängd - Holmsberg,60.0166,18.3333,50
1,Nederbördsmängd - Holmögadd A,63.5949,20.7565,6
1,Nederbördsmängd - Holmön A,63.807,20.8645,6.535
1,Nederbördsmängd - Holmön D,63.7918,20.8606,15
1,Nederbördsmängd - Holsvattnet,65.9666,21.6,37
1,Nederbördsmängd - Horda,57.0252,14.2936,190
1,Nederbördsmängd - Horn A,57.8861,15.8623,89.822
1,Nederbördsmängd - Hornkullen,59.6506,14.2849,260
1,Nederbördsmängd - Horred,57.3751,12.452,70.241
1,Nederbördsmängd - Horrmund,61.3138,13.1615,440
1,Nederbördsmängd - Hoting,64.1236,16.2149,240
1,Nederbördsmängd - Hoting A,64.0875,16.2356,241.55
1,Nederbördsmängd - Hov,56.4495,12.7011,42.467
1,Nederbördsmängd - Hudiksvall,61.7167,17.086,5
1,Nederbördsmängd - Hulan,57.7556,12.2417,20
1,Nederbördsmängd - Hullsjön,62.55,16.7,315
1,Nederbördsmängd - Hult,57.1,15.2333,265
1,Nederbördsmängd - Hult D,58.6756,16.1313,55
1,Nederbördsmängd - Hultsfred,57.4931,15.8528,109
1,Nederbördsmängd - Hunge,62.754,15.0921,342
1,Nederbördsmängd - Hunge A,62.7504,15.0845,343.238
1,Nederbördsmängd - Husarö,59.5052,18.8417,10
1,Nederbördsmängd - Huskvarna,57.7865,14.2874,99
1,Nederbördsmängd - Huvudskär,58.9639,18.5708,5
1,Nederbördsmängd - Hylletofta,57.4399,14.4729,270
1,Nederbördsmängd - Hyltan,56.6815,14.3358,155
1,Nederbördsmängd - Hyndevad,59.3218,16.4402,24.846
1,Nederbördsmängd - Hyvlinge,59.7475,17.0682,20
1,Nederbördsmängd - Häggberget D,62.031,13.0879,685
1,Nederbördsmängd - Häggsjön,63.5158,12.7159,480
1,Nederbördsmängd - Häggårda,57.6149,12.9451,105
1,Nederbördsmängd - Häggås,64.3991,16.5965,470
1,Nederbördsmängd - Häljum,62.2622,17.3358,25
1,Nederbördsmängd - Hälla,59.4222,15.6056,25
1,Nederbördsmängd - Hälleforsnäs D,59.1561,16.5063,76.152
1,Nederbördsmängd - Hällnäs,64.3088,19.6293,245
1,Nederbördsmängd - Hällnäs Skogsskola,64.3333,19.5,175
1,Nederbördsmängd - Hällnäs-Lund,64.2684,19.6314,181
1,Nederbördsmängd - Hällsjön,60.0333,15.15,235
1,Nederbördsmängd - Hällum A,58.3218,13.0379,70.071
1,Nederbördsmängd - Härjeåsjön,61.9104,14.2103,425
1,Nederbördsmängd - Härlöv,56.9666,14.6333,155
1,Nederbördsmängd - Härnebo,61.1326,16.7458,90
1,Nederbördsmängd - Härnö,62.6183,18.0618,10
1,Nederbördsmängd - Härnösand,62.6364,17.9214,17.655
1,Nederbördsmängd - Härryda,57.6865,12.2988,91.107
1,Nederbördsmängd - Härsjönäs,57.75,12.35,100
1,Nederbördsmängd - Härslätt,58.75,11.9833,140
1,Nederbördsmängd - Härsnäs,58.2884,15.2336,126.803
1,Nederbördsmängd - Hässleby D,57.6104,15.5776,126
1,Nederbördsmängd - Hässleholm,56.1367,13.7445,50
1,Nederbördsmängd - Hästveda Mo,56.2799,13.9432,103
1,Nederbördsmängd - Håen,60.1847,14.4444,380
1,Nederbördsmängd - Håkafot D,64.3914,14.3913,310
1,Nederbördsmängd - Hålabäck,56.1166,14.6166,10
1,Nederbördsmängd - Hållö,58.3333,11.2166,16
1,Nederbördsmängd - Hångstad,59.8633,11.9746,130
1,Nederbördsmängd - Håvelund,58.9453,11.4385,98.691
1,Nederbördsmängd - Håvreström,58.8216,12.4127,55
1,Nederbördsmängd - Höganäs,56.1917,12.6014,5
1,Nederbördsmängd - Högaryd,56.7166,13.1666,175
1,Nederbördsmängd - Högbo,60.6892,16.8193,80
1,Nederbördsmängd - Högboda,59.5768,13.0242,91.559
1,Nederbördsmängd - Högbonden,62.8662,18.478,75
1,Nederbördsmängd - Högbränna,63.7361,18.6278,211
1,Nederbördsmängd - Högemålen D,58.0561,14.5924,286.83
1,Nederbördsmängd - Högestad,55.5,13.8833,70
1,Nederbördsmängd - Högfors,59.9833,12.8167,200
1,Nederbördsmängd - Högland D,64.577,15.8865,345.048
1,Nederbördsmängd - Höglandsbodarna D,62.6336,17.4146,65
1,Nederbördsmängd - Höglekardalen,63.0785,13.7488,594.865
1,Nederbördsmängd - Högsbo,60.1186,17.0255,65
1,Nederbördsmängd - Högsjö,59.0297,15.6858,69
1,Nederbördsmängd - Högskogen,60.0166,17.2166,70
1,Nederbördsmängd - Högsta,59.3521,15.4802,10
1,Nederbördsmängd - Högstena,58.2333,13.7166,211
1,Nederbördsmängd - Högstorp,57.85,14.4833,255
1,Nederbördsmängd - Högsvedjan,62.5535,16.6992,395
1,Nederbördsmängd - Högsäter,59.88,11.97,135
1,Nederbördsmängd - Högsön,65.8849,22.3961,8
1,Nederbördsmängd - Höksäter,58.8833,11.8833,140
1,Nederbördsmängd - Hököpinge,55.5,13.0166,17
1,Nederbördsmängd - Hölick,61.6239,17.4401,5
1,Nederbördsmängd - Höljes,60.9066,12.5843,230
1,Nederbördsmängd - Hönsäter,58.6331,13.4305,80
1,Nederbördsmängd - Hörby,55.8506,13.6672,65
1,Nederbördsmängd - Hörby A,55.8633,13.6662,113.388
1,Nederbördsmängd - Hörken,60.029,14.9382,250
1,Nederbördsmängd - Hörlinge,56.2,13.6833,55
1,Nederbördsmängd - Idkerberget,60.3758,15.231,260
1,Nederbördsmängd - Idre D,61.8591,12.7286,455
1,Nederbördsmängd - Idvattnet,64.4542,17.0794,352
1,Nederbördsmängd - Iggesund,61.65,17.0889,20
1,Nederbördsmängd - Indal D,62.5663,17.1201,70
1,Nederbördsmängd - Ingels,60.9437,15.2473,190
1,Nederbördsmängd - Ingelstad,56.75,14.9333,160
1,Nederbördsmängd - Ingmarsö,59.4806,18.7611,15
1,Nederbördsmängd - Invik,63.0255,18.172,10
1,Nederbördsmängd - Jarhois,66.9524,23.8356,112.317
1,Nederbördsmängd - Jiltjaur,65.537,16.982,435
1,Nederbördsmängd - Jock,66.6561,22.7215,105
1,Nederbördsmängd - Joesjö,65.7306,14.6303,490
1,Nederbördsmängd - Johannesberg,61.8578,15.2128,510
1,Nederbördsmängd - Johannisberg,65.3655,18.2074,415
1,Nederbördsmängd - Johannisholm,60.8333,14.1333,280
1,Nederbördsmängd - Jokkmokk,66.6135,19.8316,240
1,Nederbördsmängd - Jokkmokk Flygplats Mo,66.499,20.131,275
1,Nederbördsmängd - Jonsberg,58.5059,16.8575,10
1,Nederbördsmängd - Jonsered,57.7569,12.1833,23
1,Nederbördsmängd - Jonstorp,56.931,12.5514,25
1,Nederbördsmängd - Jordberga,55.4114,13.4001,40
1,Nederbördsmängd - Jormlien,64.7291,13.9819,383.088
1,Nederbördsmängd - Jukkasjärvi D,67.8532,20.5793,335
1,Nederbördsmängd - Juktfors,65.2666,17.4833,430
1,Nederbördsmängd - Julita,59.1635,16.0553,30
1,Nederbördsmängd - Junosuando,67.4236,22.5444,215
1,Nederbördsmängd - Junsele,63.6845,16.9508,215
1,Nederbördsmängd - Junsele A,63.6839,16.95,218.766
1,Nederbördsmängd - Jäckvik,66.3874,16.9714,433.56
1,Nederbördsmängd - Jäders bruk,59.4,15.8,15
1,Nederbördsmängd - Jägarhyddan,57.2166,13.9472,165
1,Nederbördsmängd - Jäkna,66.05,19.02,395
1,Nederbördsmängd - Järkvissle,62.8166,16.6833,90
1,Nederbördsmängd - Järnbergsås,60.3239,13.1272,215
1,Nederbördsmängd - Järnboås D,59.6446,14.8861,115
1,Nederbördsmängd - Järnäsklubb A,63.4351,19.6731,5.928
1,Nederbördsmängd - Järpen,63.3528,13.4578,338
1,Nederbördsmängd - Järpliden,60.7798,12.4593,430
1,Nederbördsmängd - Järpströmmen,63.3903,13.3845,386.652
1,Nederbördsmängd - Järvsö,61.7111,16.1667,140
1,Nederbördsmängd - Jönköping,57.7994,14.1314,184
1,Nederbördsmängd - Jönköpings flygplats,57.7514,14.0733,226
1,Nederbördsmängd - Jönköpings gamla flygplats,57.75,14.17,98
1,Nederbördsmängd - Jörn D,65.0971,20.1072,285
1,Nederbördsmängd - Kairo,59.5164,16.0468,8
1,Nederbördsmängd - Kaitum,67.5333,20.1166,490
1,Nederbördsmängd - Kalix D,65.8369,23.1981,2.272
1,Nederbördsmängd - Kalmar D,56.6621,16.2785,1.207
1,Nederbördsmängd - Kalmar flygflottilj,56.6783,16.292,6
1,Nederbördsmängd - Kalvträsk D,64.6703,19.8082,265
1,Nederbördsmängd - Kangos D,67.4954,22.6647,230
1,Nederbördsmängd - Kapelludden,56.8167,16.8468,4
1,Nederbördsmängd - Karats,66.6485,18.799,420
1,Nederbördsmängd - Karesuando,68.4424,22.4456,330
1,Nederbördsmängd - Karesuando A,68.4418,22.4435,329.68
1,Nederbördsmängd - Karlsborg Mo,58.514,14.5102,95
1,Nederbördsmängd - Karlshammar,57.15,16.45,8
1,Nederbördsmängd - Karlshamn,56.1813,14.8517,50
1,Nederbördsmängd - Karlskoga,59.3291,14.5538,95
1,Nederbördsmängd - Karlskrona-Söderstjerna Mo,56.1498,15.5921,2
1,Nederbördsmängd - Karlstad,59.3799,13.4082,59
1,Nederbördsmängd - Karlstad Aut,59.361,13.4728,46
1,Nederbördsmängd - Karlstad Flygplats,59.4446,13.3374,107
1,Nederbördsmängd - Karlstorp D,57.5137,15.507,215
1,Nederbördsmängd - Karpalund,56.05,14.1,4
1,Nederbördsmängd - Karungi,66.0429,23.9722,29.032
1,Nederbördsmängd - Kasa D,63.3266,19.0532,30
1,Nederbördsmängd - Kastlösa,56.4321,16.4186,20.43
1,Nederbördsmängd - Katrineberg,61.0666,16.3,250
1,Nederbördsmängd - Katrinefors,58.7166,13.8333,50
1,Nederbördsmängd - Katrineholm D,58.9773,16.1896,30
1,Nederbördsmängd - Katterjåkk,68.4218,18.1698,515
1,Nederbördsmängd - Katterjåkk A,68.4202,18.168,514.248
1,Nederbördsmängd - Kattuvuoma,68.2833,19.9,355
1,Nederbördsmängd - Kaunisvaara,67.3612,23.3185,180
1,Nederbördsmängd - Kaxås-Åflo D,63.4925,13.8765,345.813
1,Nederbördsmängd - Keinovuopio D,68.8663,21.0337,460
1,Nederbördsmängd - Kenttäsaari D,66.8155,22.8944,135
1,Nederbördsmängd - Kerstinbo A,60.2683,16.9738,55.695
1,Nederbördsmängd - Keräntöjärvi,67.6375,22.9211,315
1,Nederbördsmängd - Kettstaka A,58.7162,15.0271,224.876
1,Nederbördsmängd - Kilafors D,61.2489,16.5572,50
1,Nederbördsmängd - Kilagården,58.3565,13.2537,85
1,Nederbördsmängd - Killebäckstorp,56.3822,12.7491,50
1,Nederbördsmängd - Killingi,67.5199,20.2736,485
1,Nederbördsmängd - Kilsbergen-Suttarboda A,59.2996,14.8956,218.353
1,Nederbördsmängd - Kimramåla,57,15.847,146
1,Nederbördsmängd - Kindsboda,57.5925,13.3389,170
1,Nederbördsmängd - Kindsjön D,60.6591,12.7103,425
1,Nederbördsmängd - Kinnared,57.0333,13.1166,100
1,Nederbördsmängd - Kiruna,67.85,20.2451,500
1,Nederbördsmängd - Kiruna flygplats,67.827,20.3387,442
1,Nederbördsmängd - Kisa D,57.984,15.6318,114.854
1,Nederbördsmängd - Kittelfjäll D,65.2559,15.5229,552.714
1,Nederbördsmängd - Kjoland,63.583,12.8402,110
1,Nederbördsmängd - Klagstorp,58.3331,13.8804,130
1,Nederbördsmängd - Klamby,55.6666,13.7333,85
1,Nederbördsmängd - Klimpfjäll,65.062,14.7908,594
1,Nederbördsmängd - Klinte D,57.3719,18.2463,50
1,Nederbördsmängd - Klippan,56.1394,13.2489,55.752
1,Nederbördsmängd - Klippen D,65.8969,17.1093,515
1,Nederbördsmängd - Klitten,61.2806,14.1139,450
1,Nederbördsmängd - Klocka,63.2983,12.506,530
1,Nederbördsmängd - Kloten,59.8707,15.2544,285
1,Nederbördsmängd - Kloten A,59.8703,15.2522,283.21
1,Nederbördsmängd - Klutmark,64.75,20.6333,80
1,Nederbördsmängd - Klädesholmen,57.95,11.55,10
1,Nederbördsmängd - Kläggeröd,55.5666,13.5166,173
1,Nederbördsmängd - Klöverträsk D,65.6348,21.4128,66.095
1,Nederbördsmängd - Klövsjö,62.5335,14.2028,549
1,Nederbördsmängd - Klövsjöhöjden A,62.4952,14.1542,802.503
1,Nederbördsmängd - Knaften,64.45,18.6333,350
1,Nederbördsmängd - Knislinge,56.2,14.1,15
1,Nederbördsmängd - Knivsta,59.7243,17.8078,20
1,Nederbördsmängd - Knopparp D,55.9299,13.8491,165
1,Nederbördsmängd - Knäred D,56.5202,13.3328,53.72
1,Nederbördsmängd - Knås,60.9676,13.8985,280
1,Nederbördsmängd - Koberg,58.1666,12.4166,78
1,Nederbördsmängd - Koholma,59.7333,19.0666,10
1,Nederbördsmängd - Kolbäck D,59.5554,16.2875,13
1,Nederbördsmängd - Koler D,65.5028,20.464,288.174
1,Nederbördsmängd - Kolleberga,56.0666,13.2666,50
1,Nederbördsmängd - Kolmården-Strömsfors A,58.6892,16.3069,153.613
1,Nederbördsmängd - Kolmårdssanatoriet,58.6664,16.3301,90
1,Nederbördsmängd - Kolsva D,59.5875,15.9119,45.744
1,Nederbördsmängd - Kompelusvaara,67.0887,22.2265,255
1,Nederbördsmängd - Komperöd,58.0592,12.0085,108.121
1,Nederbördsmängd - Komstorp,56.2774,16.0197,10
1,Nederbördsmängd - Konga,56.4918,15.1227,125
1,Nederbördsmängd - Kopparberg D,59.8593,15.0448,128.976
1,Nederbördsmängd - Koppartorp,58.6333,16.9,30
1,Nederbördsmängd - Koppom D,59.7037,12.151,150
1,Nederbördsmängd - Korpilombolo,66.85,23.0666,165
1,Nederbördsmängd - Korpilombolo M,66.8542,23.0571,178
1,Nederbördsmängd - Korsberga,57.3101,15.2425,220
1,Nederbördsmängd - Korsselbränna,64.4571,15.5423,178
1,Nederbördsmängd - Korsvattnet A,63.8385,13.5009,716.605
1,Nederbördsmängd - Korså,60.638,16.1451,185
1,Nederbördsmängd - Koskats,66.5074,20.2558,230
1,Nederbördsmängd - Kosta Mo,56.8403,15.47,230
1,Nederbördsmängd - Krakstad,59.1833,12.4833,240
1,Nederbördsmängd - Kramfors,62.9291,17.7615,45.601
1,Nederbördsmängd - Kramfors-Gistgårdsön,63.0502,17.7658,5
1,Nederbördsmängd - Kratte masugn,60.4528,16.3861,160
1,Nederbördsmängd - Kristianstad,56.0133,14.2896,10
1,Nederbördsmängd - Kristianstad Everöd,55.9245,14.0842,17
1,Nederbördsmängd - Kristineberg,58.25,11.45,5
1,Nederbördsmängd - Kristinefors,60.3586,12.943,135
1,Nederbördsmängd - Kristinehamn,59.3102,14.0994,46.71
1,Nederbördsmängd - Krogstorp,58.1058,14.0707,310
1,Nederbördsmängd - Krokshult D,57.3834,16.0933,127.157
1,Nederbördsmängd - Kroksjö,64.5073,17.9934,500
1,Nederbördsmängd - Krokströmmen,62.05,14.9,340
1,Nederbördsmängd - Kronobergshed,56.9769,14.575,180
1,Nederbördsmängd - Kroppefjäll-Granan A,58.6065,12.1973,173.75
1,Nederbördsmängd - Kräckelbäcken,61.55,14.2,670
1,Nederbördsmängd - Kråkemåla,57.4605,16.6478,13.63
1,Nederbördsmängd - Krångede A,63.1512,16.1699,183.123
1,Nederbördsmängd - Kubbe,63.5173,18.0691,120
1,Nederbördsmängd - Kuggören A,61.7027,17.5216,8.568
1,Nederbördsmängd - Kulbäcksliden,64.2,19.5666,200
1,Nederbördsmängd - Kullatorp,59.5164,14.797,250
1,Nederbördsmängd - Kullen,56.3012,12.454,72
1,Nederbördsmängd - Kumla,59.1248,15.1535,50
1,Nederbördsmängd - Kummavuopio,68.9078,20.867,465
1,Nederbördsmängd - Kungsberget D,60.7651,16.4679,150
1,Nederbördsmängd - Kungsör,59.416,16.0993,18
1,Nederbördsmängd - Kurrarp,55.5556,13.5417,165
1,Nederbördsmängd - Kurön,59.325,17.4972,10
1,Nederbördsmängd - Kusmark D,64.8846,20.8323,55
1,Nederbördsmängd - Kvarn Mo,58.6277,15.4372,72
1,Nederbördsmängd - Kvarnberg D,61.4398,14.8738,434
1,Nederbördsmängd - Kvarntorp,59.1164,15.2636,60
1,Nederbördsmängd - Kvikkjokk-Årrenjarka,66.8834,18.0226,314
1,Nederbördsmängd - Kvikkjokk-Årrenjarka A,66.8874,18.0198,314.692
1,Nederbördsmängd - Kvänum,58.3165,13.1472,75
1,Nederbördsmängd - Kypasjärvi D,66.192,23.2263,80.232
1,Nederbördsmängd - Kyrkberg,65.2666,16.7666,360
1,Nederbördsmängd - Kyrkerud,59.3833,12.1166,110
1,Nederbördsmängd - Kyrkhult,56.3556,14.5972,145
1,Nederbördsmängd - Kyrkonäs,57.8222,14.7188,285
1,Nederbördsmängd - Kyrktåsjö D,64.2454,15.8454,272.209
1,Nederbördsmängd - Kyvik,57.55,11.9666,20
1,Nederbördsmängd - Kälarne,62.9628,16.1075,305
1,Nederbördsmängd - Källebäcken,57.9625,14.1001,158
1,Nederbördsmängd - Källsjö,57.2322,12.7018,153.9
1,Nederbördsmängd - Kärna,57.8421,11.8049,20.66
1,Nederbördsmängd - Kärnskogen,58.85,15.2833,108
1,Nederbördsmängd - Kätkesuando,68.1202,23.3283,250
1,Nederbördsmängd - Kättbo,60.846,14.1912,290
1,Nederbördsmängd - Kävlinge,55.8,13.1,7
1,Nederbördsmängd - Kävsjö D,57.3222,13.9264,170
1,Nederbördsmängd - Kåge,64.8386,20.9406,10
1,Nederbördsmängd - Kållared,57.8833,13.0666,260
1,Nederbördsmängd - Kållered D,57.6095,12.0649,28.338
1,Nederbördsmängd - Kårböle,61.9812,15.3235,220
1,Nederbördsmängd - Kårsta,59.6575,18.2718,20
1,Nederbördsmängd - Kölaråsen,60.2663,14.3637,340
1,Nederbördsmängd - Kölsillre,62.3969,15.2102,257.59
1,Nederbördsmängd - Köping,59.5259,16.0192,15
1,Nederbördsmängd - Köpinge,55.4575,13.9379,10
1,Nederbördsmängd - Laforsen,61.9445,15.5013,200
1,Nederbördsmängd - Lagfors,62.6611,17.2072,100
1,Nederbördsmängd - Laholm D,56.4944,12.9864,11.572
1,Nederbördsmängd - Lainio,67.7615,22.3518,315
1,Nederbördsmängd - Laisaliden,65.7666,15.1666,640
